;COMPANY;GAME;COMMENTARY TITLE;COMMENTARY;RATE;DATE;GENERAL OPINION ABOUT THE COMMENTARY
142;Nintendo;The Legend of Zelda;Truly unique.;"IMDb isn't really a site designed for people to rate video games, but this entry is too much fun to not talk about, so I'll write a review anyways. If you look deeper into my ratings you'll notice how I gave all the Zelda games I've played a perfect 10. I love the series' storytelling, quirky characters, engaging puzzles and charming level designs, but I do often wonder if these games deserve such a high rating. They do slightly suffer from repetition (Ganon must have multiple lives!), and there are a few irritating glitches that can hinder my overall enjoyment. Which is fine because, after buying the Nintendo Switch and trying this game out for a few good hours, I think this game is worth all the hype. And what hype it has!In short, this game is an absolute blast. Open-world games have been done before (Skyrim), yet every little detail, every little technique, and the various ways you could go about on your adventure make this huge world feel fresh and exciting. There is so much to do in this game, and it never gets boring! Link could climb up steep cliffs, transport to towers, paraglide, and enter ""Shrines"" to solve puzzles by using magic in clever ways. Even the horse-riding was fun! I love how immersive this world is, because everything (graphics, controls, gameplay) is so flawlessly executed and so absorbing. It breaks a few video game conventions we're so used to, making this game an exciting, entertaining ride filled with smooth game-play and fun characters. I haven't gotten too deep into the game yet, so I can't really comment on the main storyline too much. So far it has the typical Zelda formula, but with an interesting techno-twist that doesn't feel misplaced. The character interactions are natural, and the quests push the story forward instead of making them feel like filler. So far a good start.Overall, this game is innovative, breathtaking, challenging, imaginative and endlessly addicting. I believe this is one of Nintendo's most well-crafted games they've made, and I'm not saying this out of pure nostalgia. If you're a Zelda fan, a casual gamer, or someone that thirsts for adventure, this is a great choice.";9/10;9 March 2017;44 out of 51 found this helpful.
143;Nintendo;The Legend of Zelda;A True Masterpiece that may be the Greatest Video Game ever made!;"Easily one of the greatest games of all time, The Legend of Zelda: Breath of the Wild delivers a satisfyingly beautiful presentation on scale, world building, story, gameplay, and design. Most of my gripes are buggy graphics and such that have more to do with the Switch's shortcomings as opposed to the games'. And even gripes that are the game's fault are done purposefully to make the game better. If you play this game you will certainly not be disappointed.That was the short version, long version of why this game is awesome along with a plot synopsis will continue now.Synopsis: A century before the game begins, the peaceful kingdom of Hyrule was attacked by an evil entity known as Calamity Ganon, who is the game's version of the usual Zelda villain Ganondorf. Princess Zelda and her knight Link, fight the evil Ganon but lose, and Link barely escapes with his life. He's placed in a bed of water inside a cave for a hundred years and when he wakes up with no memory of what happens, he has to fight to defeat Calamity Ganon and his minions to purge Hyrule of its darkness.Okay so first the plot. I'm not too familiar with the canon storyline of Zelda, but from what I've heard the game's storyline is completely original, at least in its structure. I really like how it got the elements of Zelda's story and broke them up into little parts and built up in its own unique way.And surprisingly enough for such a simplistic children's story of good versus evil, it's very compelling. Link's memories become somewhat of a mystery and how he is in a world he has to defend but not remember becomes very interesting. Sure the whole ""You don't remember me but you should"" angle from almost every NPC becomes pretty flat, but I'll admit that its very compelling.What limits the stories RPG elements such as the bog standard story and robotic NPCs are pretty much forgotten. I mean, the game is just genius. The music is atmospheric and engaging, what should make the game boring and forgettable such as the conventions of video game RPGs and fantasy instead make the game more classic. The combat sticks to the average shift and strike sort of method but still remains very very fun. There were times when I was on the edge of my seat, just slamming the respawn button to get back at an enemy in the game who defeated me.Speaking of which, this game does not treat you like a baby. It doesn't hold your hand through a two hour tutorial, the handling of mechanics is very straightforward, and most of all the difficulty. On a scale between a Disney Channel online game and Dark Souls, Breath of the Wild is somewhere in the middle. It's easy enough that you can progress without being a hard core gamer, but hard enough to want you to keep getting stronger.Likewise, there's something here for everyone. Hard core RPG fans can enjoy the rich worldbuilding and character design. Fantasy nuts can really enjoy the brilliantly created setting. And people who like fighting games can enjoy the very fun combat angle which is a very refined system which is based both on the player's skill and items. Everyday people who aren't too into gaming and just want to escape for a little can enjoy how investing the gorgeous graphics of the game are.My gripes actually have reasons for them existing. I really don't like how weapons can break because its annoying to get a really cool or powerful weapon just for it to break two seconds later. However it prevents players from creating an overpowered build and flying through the game. I also don't like how the loading screen had awkwardly scratchy transitions and how riding at full gallop on a horse can make the bottom part of the screen sort of have an annoying 'ghost effect'. Again, this is the Switch's fault, not the game's.Another gripe I have is the reliance on more powerful weapons as opposed to skill. To defeat stronger bosses you just need better arrows, which can be bought with the game's currency rupees. But this is just pretty tedious, grinding away at weaker enemies and selling their drops to exchange them for arrows.Again this can be blamed on the simple fact that the game is an RPG, grinding is a simple facet of every role playing game. But it also limits the game heavily, you kill monsters to get drops, you sell drops to get rupees and spend rupees to buy arrows which defeat stronger enemies. You spend rupees on arrows pretty much. While limiting, I prefer this to simply having a purely skill based system which obligates newer players to just give up instead of grind when they reach an area of the game with too strong a boss.Another gripe is that there is no simplified progression system to track your progress. Sure there's a 'Quest Log' that tracks how many quests you completed but still, on the game as a whole there is no way to know how many items you've obtained, there's no EXP system to boost your stats and most of all, and out of all of the game's content, how much of it you've experienced. Really enjoyable games such as Chasm, Assassin's Creed and even Lego Star Wars had clearly defined systems that let you know how much of the game there was left to uncover.But like my other gripes I understand this entirely. In order to let the player create his own adventure instead of having a streamlined system tell him how much is left to uncover, he or she has to do it on his own, a surprisingly smart system for forcing the player to tackle the game on his or her own terms. Like Skyrim, the player does not have to follow the main story to progress through the game. He or she can take on side quests, dungeons and simply explore the game's magnigicent setting. This, like the removal of the average 'game percentage' aspect really allows the player to have the best experience possible.The game gives an engaging experience on every level imaginable, from the simplest design to the most complex. The original game 'The Legend of Zelda' followed Link on his journey to reunite the pieces of the tri force, but this game focuses on Link's journey to defeat Ganon to free Hyrule from his grasp. The game does not retcon the whole series, but instead uses its elements in a new and intelligent way. It uses canon elements like building blocks to create its own beautiful masterpiece of a story and game. Unlike most RPGs, there is no leveling system, but instead...shrines which have replaced dungeons. Each shrine includes various obstacles, puzzles and enemies, at the end of which is a statue that gives you a Spirit Orb and a full health regeneration.Every four Spirit Orbs lets you become stronger, either giving you an extra heart, or more stamina, which you use to run, glide and climb. There are over a hundred unique shrines with their own design and that in itself is genius and scrupulous game design. Can you imagine that? More than a hundred specially designed rooms, each with their own loot and obstacles. This really is a masterfully crafted game, with tons of effort and creativity thrown in. Little bits of fun here and there such as little 'Children of the Forest' or spirits, which have the most unique and interesting design, occur almost nine hundred times. How amazing is that? Nine *hundred* seperate encounters with unique spirits, each that give you seeds to max out your inventory. That is just one of the many aspects of the game that make it the most engaging and well designed video game ever made. The sheer amount of effort and ingenuity put into this game really shows, from the plethora of uniquely designed characters and monsters, items, dungeons (shrines), bosses, and puzzles.I've never wanted to play a game that I hoped never ended except for this one. And when I finish it, I will probably play it again and again. And if you try it, you probably will too.";10/10;31 December 2018;26 out of 31 found this helpful.
144;Nintendo;The Legend of Zelda;Very possibly the best game ever made;Wow. This game may not be perfect, but it's damn near it. Possibly the best launch title for a game system ever. But if you're not quite sold on the Switch, I would get a Wii U, some games, and BOTW. Everything about this game is the most perfect it could've been. Screw XBONE, PS4, and PC. You don't have BOTW;10/10;7 March 2017;33 out of 41 found this helpful.
145;Nintendo;The Legend of Zelda;Legend of Zelda Breath of Fresh Air;I have spent my whole life playing the Legend of Zelda series loving each entry of the series, however over time I have noticed that the series has become far too formulaic and after Skyward Sword hand holding was taken way too far. Which is why I am glad to say that Breath of the Wild has taken every bit of the formula that was monotonous and threw it completely out of the window.For the first time since the first entry way back in 1986 you have complete freedom of how you want to approach the game. From the very first moments you see the world unfold around you it won't be long until you get to explore the large and vast world of Hyrule.After you complete the very brief tutorial of the game you can go wherever you want and do whatever it is you want to do. Feel like going straight to Hyrule castle to fight Ganon? Go ahead but don't be surprised if your ass gets completely handed to you.One thing to note in Breath of the Wild is that the difficulty of the game when it comes to combat has become increasingly harder and you must learn to adapt to new ways of handling these encounters as you play. There were many times I would be killed again and again forcing me to keep loading back into the same confrontation which forced me to change my approach.With all my praises of this game the one complaint I habe is the story itself which given the scope and scale of the game I expected to be much more. I soon realized the true story of the game is your adventure and when I came to think of that I didn't mind so much that the story wasn't stronger as my adventure and my journey throughout the game was so fun and compelling that there were times where I didn't even notice the story so much.I really hope to see where Nintendo can take the franchise from here and with their new approach to the Zelda formula I hope to see many Zelda games with this level of freedom in the future. A definite must own for Zelda fans and even those who are curious or new to the series.;10/10;1 September 2018;19 out of 23 found this helpful.
146;Nintendo;The Legend of Zelda;Zelda just keeps getting better and better installment by installment.;The Legend of Zelda: Breath of the Wild is an amazing game that will surely be seen as a go-to definition of open-world gaming comparable to Grand Theft Auto or Super Mario 64. and even a little Skyrim-esque in parts. Breath of the Wild feels like a Zelda game, but also feels like an adaptation of the games by Hayao Miyazaki's team at Studio Ghibli. This game is unimaginably gorgeous to look at and play. Its scope is nearly quadruple that of Ocarina of Time (and I freaking LOVE Ocarina of Time), and it's such an enormous game that I wonder if I'd dare to say that it's even BIGGER than G.T.A. V. Also it's the launch title that made the Nintendo Switch SOAR to the top of the charts!Get this game if you're a human being with a pulse and who has a strong love for all things video-games. Also, this is THE Zelda game for anime fans to get into.;10/10;17 April 2018;16 out of 20 found this helpful.
147;Nintendo;The Legend of Zelda;The best Zelda game of all time;"What can I say besides ""what a god damn excellent game"" as a Zelda and open world game fan I was more than satisfied!";10/10;21 August 2020;8 out of 9 found this helpful.
148;Nintendo;The Legend of Zelda;One of the best games I've ever played!;A huge problem with previous Zelda games is the limited freedom. Nintendo completely changed that with Breath of the Wild.As soon as you walk into the endless world of BOTW, EVERYWHERE you see you can visit, heck if you want to, you can run in and defeat Ganon without anything! It truly is a change to the Zelda series. The story-line is great and the cut-scenes with voice acting make it seem that much more interesting. Plus, with the Switch, you can play a major console game on the GO! (Beat that Horizon Zero Dawn and any other Switchless console/PC game.)Another great thing about BOTW is all of the side quests, shrines, korok seeds, DLC and MORE! So when you finish the main quest you haven't finished the game. There are still places you can visit and hundreds of things you can do among all of the side quests, DLC, etc.No game is perfect, it does have some flaws such as the occasional drop of frame rate however it has improved and doesn't disrupt the experience.Overall, it's an excellent game for young to old, zero Zelda experience to an Ultra Zelda Fanboy and non-gamer to hardcore gamer.;10/10;19 August 2017;12 out of 15 found this helpful.
149;Nintendo;The Legend of Zelda;A huge success for the franchise;In my opinion, The Legend of Zelda: Breath of the Wild is a perfect representation of how the series started and what it was supposed to be. An open world game where you can explore the vast world and complete your quests however you please. It's a great experience for both beginners to the series and hard-core fans of the Zelda franchise.;10/10;8 May 2017;11 out of 14 found this helpful.
150;Nintendo;The Legend of Zelda;This game makes you feel guilty for spending so much time indoors;This game places you in the middle of a massive land so detailed and beautiful that it truly depresses you that it's not real. There are areas where the temperature goes down or up and you have to deal with it. It rains and that affects things like climbing (speaking of climbing, you can climb almost every surface in the game). You have stamina which makes you have to think about how you will get from point a to point b. The game makes you think the way you would if you were truly in the wild.On other notes, the story's great, the npcs and all fun, the combat is excellent, and the shrines are a real treat. But the best part about this game is the freedom you feel of simply being in the great outdoors where you can go wherever you want and do whatever you want.;10/10;27 September 2021;4 out of 4 found this helpful.
151;Nintendo;The Legend of Zelda;Link is amzing;Wow this is just an amazing game i love it so much i do not remember seeing an amazing game like the legend of zelda Just a creative game at an open world level at the highest level I could really imagine gameplay I did not know and I really like to know I have been a fan for years and I just have not been such a really good game in terms of industry and good in my opinion 10 out of 10 is without a doubt really among my favorite games I've finished it three times already and it took me a full time to finish it but overall I enjoyed every moment and I think every good Zelda player dealing with Nintendo must play this game.;10/10;1 February 2022;4 out of 4 found this helpful.
152;Nintendo;The Legend of Zelda;My favorite game ever!;This game is everything I wanted with an video game. The exploration, the lore and gameplay is just well done. It hade been a long time since I first played it and I recently picked it up again and is still just as amazed as the first time.;Not Informed;11 August 2022;3 out of 3 found this helpful.
153;Nintendo;The Legend of Zelda;I don't know how I feel about this game;While most of the Zelda games have had quite a bit of world-building and exploration, they took this to a whole new level here. The world and exploration is more vast. I hope Nintendo continues with the open-world idea. I was eager to explore more of the world with this game. The world is immersive and you can cook your own food, run into people, encounter shrines, build your own house and town, and other challenges...there is a lot of things you can do in this game.I guess I'm in the minority here, I don't understand why people dislike the Divine Beasts dungeons, I thought it was a neat concept to have you control the divine beasts while also figuring out the puzzles in the dungeon. But I think it's because I'm a sucker for puzzles. Too bad you can't go near them after you defeated the bosses. I mean, what if there's a chest in there that you may have forgot? I love most of the champions and how they give you powers after you complete each Divine Beasts.Gameplay aside, the story was so-so and again too dramatic. The story was nearly non-existent, there is like no established story except for you have to defeat the Divine Beasts, find all the memories, and defeat Calamity Ganon. I didn't like the idea of Link waking up from a hundred-year sleep with amnesia and some of the characters such as Zelda, Impa, and Revali were annoying characters to me. Zelda is an overemotional brat who pressures herself, takes her stress out on Link and cries too much. Some people do complain about how stoic Link is in this game and it makes me wonder why Nintendo downgraded Link's expressions in this game after the last few 3D Zelda games had a more expressive Link in my opinion.Some things didn't make sense such as the Master Sword killing you. The ending didn't make sense and it didn't seem to wrap everything up. It just ends with Zelda and Link looking up at the sky and how did Zelda survive a hundred years and hold in Ganon for this long? Wouldn't that be tiring for her?I don't know if I should recommend this game or not, it's okay but the story seems pretty short and non-established. I do feel it's overrated. Also, Zelda and her relationship with Link was off-putting. I don't ship Zelink and not in a million years do I want them together.;6/10;13 March 2018;11 out of 35 found this helpful.
154;Nintendo;The Legend of Zelda;Overated;This is the worst gaming experience i've had since Fortnite. The storyline is weak af and world is empty. The only thing that was good about the game was finishing it because it was that bad. Nintendo needs to make good games like Agar.io or they will be cancelled.;3/10;20 January 2020;7 out of 65 found this helpful.
155;Nintendo;The Legend of Zelda;Amazing;This is the best game I played becuse the map is realy big it has long gameplay and good storyline;10/10;23 June 2020;4 out of 4 found this helpful.
156;Nintendo;The Legend of Zelda;The best game ever made. Period;I have played a lot of games in my life but none of them left an impact on me the way BOTW did. I was never Zelda lover before so i decide to by this game randomly because of a the positive reviews it got. From the moment i started playing the game i was overwhelmed because this game doesnt hold your hand ...it sets you free to discover the kingdom as you please. You can spend hours just roaming without even accomplishing a single thing and it will feel like a few min have past becasue there is so much to discover. My 3 kids got addicted to this game by just watching me play. What a wonderful experience and im so grateful i randomly decided to buy this game. At 36 years old i fell in love with Zelda and i cannot wait for BOTW 2.;10/10;5 September 2019;10 out of 13 found this helpful.
157;Nintendo;The Legend of Zelda;Impressive to a First Timer;Though I didn't really grow up playing Zelda on the NES or SNES I've come to fall in love with the series over the last couple of years, from the music to seeing some of the games, I thought what a better time to finally make the plunge and play the game than with the hotly anticipated BOTW for Nintendo Switch and Wii U. I chose the Wii U version.Of course the story is pretty simple, Gannon is evil, now stop him and how you do that is largely up to you. The routes you take, the quests you do, the story you watch take shape through your actions or lack of actions. I've never been a big puzzle game person and BOTW will offer some puzzles ranging from tutorial to head scratching that requires some deep thought on the best way to solve. Many of these puzzles do have multiple ways to solve it.The vast open world wastes no time getting down to business with nothing more than a pair of shorts you are thrusted and expected to figure things out. Thankfully the game is very intuitive it's not hard to pick up on what needs doing and how to do it, quickly, especially in combat. As the game progresses you continue to explore the large and vast world of Hyrule and figure more challenges and obstacles, much through trial and error.Traveling is time consuming, you will spend a great deal of time moving from place to place. There is always something to see and do, finding a shrine to solve a puzzle or uncovering more of the map by climbing large towers. Doing the shrines is optional but will benefit you in the long run by allowing you to increase health and stamina to better handle the obstacles.Combat while intuitive is more often a hassle than a reward. Weapons are puzzling fragile and break after so many uses. While weapons and shields plentiful, you're still limited by what you can carry, unless you want to embark on quests to expand your inventory by finding tiny little needles in the large haystack of the world. Breaking weapons is all to common as even with the best weapons you're still only doing chip damage on tough enemies and bosses.Cheap one-shot-kills also seem oddly common, even when equipped with armor getting a single arrow in your side or a lucky swipe from an enemy you'll be dead before you hit the ground. The game can still be forgiving in this sense, when you are knocked on your knees you'll have a decent moment to get back up to defend yourself before more damage can be done. Save scumming can help prevent excessive setbacks and the auto-save system works as well as it needs.I can't speak for the Switch but the Wii U version suffers lag and even momentary lockups at times. I know this game has been in development for a long time and I know game consoles like the Switch aren't made overnight so no doubt R&D and development had to have been working on since the early days of the game's production but the fact the issues are happening when the Wii U has been on the market for several years, this is a first-party-in-house development by Nintendo just screams amateur hour.BOTW is a visually impressive and fun game with a few minor irritants. The frustration though does lead to more and more desire to continue and push on instead of surrendering and that is the mark of a great game.;9/10;14 March 2017;14 out of 20 found this helpful.
158;Nintendo;The Legend of Zelda;My favorite of the 3D Zelda games, perhaps my fave period;I enjoyed the 3D games such as Ocarina of Time, Majora's Mask, Twilight Princess. however, I also found them to contain flaws. Ocarina of Time and Twilight Princess I found the dungeons over huge, Majora's Mask I felt was too repetitive and then Windwaker I found to have a very bland over world as it just took forever to sail to places. Skyward Sword I could not even get through because there was a really good game in there, but it was plagued by the WII's shoddy controls. This one though was just great, not perfect, but closer than any of the other 3D perspective games I have played. My other super favorite Zelda game is the one for the Super Nintendo, Link to the Past. This Zelda game is more about exploring and I enjoy doing that a lot. There are dungeons, but they are navigated easily and it doesn't take all that long to get through them and I did not need a guide to navigate them! A real treat and a great entry to the series.The story has Link awakening from a slumber with no memories. He gets a device called a Shieka Slate that helps him navigate the world and he sets out on his quest to stop Ganon who is at it once again! Link must find shrines to increase his power, he must free the guardians to gain powers and help aid in his quest to defeat Ganon and he must help the lands become free of terror that is Ganon!The game play is mainly exploring as you get to got where you want after you get through the first plateau and get the glider. Granted, it becomes easier getting places the more stamina you build up as this Link has amazing climbing abilities! It is fun just searching for towns, stables to spend the night and checking the map and seeing if anything looks interesting to explore. You can find this little guys called Koraks that give you seeds that help expand your inventory and you can find shrines to help you can heart containers and more stamina plus there are fairy fountains to help increase the strength of your inventory. Weapons break in this one and at times that was a bit annoying, but not as bad once you get the master sword. I also wish Nintendo had a trophy system because it would have added more motivation to complete quests, as you do not get all that much for completing most quests, usually just rupees which are kind of plentiful in this one.So, definitely my favorite of the 3D perspective Zelda games and perhaps my fave period. I loved the exploring aspect of the game, though I did not really take advantage of the horse riding in this one. I was afraid I would miss too much riding the horses. It is fun finding new places in this one, as I said I would open the map and try to figure out an interesting place to go during my quest. Where a shrine might be hidden or a Korak may be hiding. I liked freeing the guardians and gaining powers that would help me survive longer or explore more fully too. Just an incredible game, I like this format and hope they do a variation of it for another Zelda, but perhaps add a few more typical dungeons to change it up.;10/10;12 March 2019;10 out of 14 found this helpful.
159;Nintendo;The Legend of Zelda;Obvious;I mean this game is a masterpiece, anyone who says otherwise has probably not even completed the great platue.Got a friend who tried the game once, then I asked how he liked it, and then he said it was boring. I asked him how far he was into the game, he said he didn't know. I asked him if he had gotten the paraglider and he didn't know what it was. And then I said he hadn't even completed the tutorial. Lmao.Then I got another friend that I let borrow my game to try it. A week passes and I ask, how did you like it? He responded I played for 10 minutes and then didn't want to play more because he said he didn't like the graphics. Bro what?;10/10;5 May 2023;3 out of 3 found this helpful.
160;Nintendo;The Legend of Zelda;The best game of all time!;There is no game in the universe that is better than Breath of the Wild no game has gotten even close to being as good as Breath of the Wild and this game is the best game of all time!;10/10;10 June 2019;8 out of 11 found this helpful.
161;Nintendo;The Legend of Zelda;Best game ever made;The amount of stuff to do in this game is unreal. This is the greatest game of all time. Get it NOW!!!!!!!;Not Informed;10 December 2020;4 out of 6 found this helpful.
162;Nintendo;Super Mario 3D World + Bowser's Fury;Only a Bowser's Fury Review;Based on what I've played from Bowser's Fury, if nintendo took this route with future 3d Mario games, I wouldn't mind. The music is very diverse and fits the theme of which segment of the game you're playing, the team-up with Bowser Jr. Is interesting for the Mario series, and the collectables feel like they serve a role to the story rather than being things to collect to enter the next level or 100 percent the game. Super Saiyan Mario is also hilarious and badass. This review is more vague because the game is still fairly new.;10/10;31 May 2021;6 out of 6 found this helpful.
163;Nintendo;Super Mario 3D World + Bowser's Fury;I KEEP Super Mario 3D World Plus Bowser's Fury;I LOVE Super Mario 3D World Plus Bowser's Fury I'M KEEP Super Mario 3D World Plus Bowser's Fury.;10/10;4 April 2021;3 out of 4 found this helpful.
164;Nintendo;Metroid Dread;Would likely rate a 9.5 but will round up for the obvious passion behind the product.;Amazing game start to finish. The exploration, the mechanics and boss fights. If there would be two critiques the first would be to improve the soundtrack, it was a common critique I had with Samus Returns, the remakes of previous metroid songs are excellent but new material lacks the same emotion as previous entries. But where they may dip a bit in sound they exceed in graphics and mechanics. Both Samus Returns and Dread feature stunning attention to detail in environments and bosses are mechanically brilliant both games featured some of my most memorable boss encounters. though my favorite franchise boss would still be quadraxis from Metroid Prime 2. I'd say give this game a try you will get frustrated at times but this is matched or exceeded by the feeling of victory when you master the encounter.;10/10;12 October 2021;6 out of 6 found this helpful.
165;Nintendo;Metroid Dread;One of my favorite games!;Metroid has always been my favorite video game franchise. I was happy when Metroid Prime 4 was announced, and was hoping for an update this past E3. I forgot to be disappointed when there was no new Prime news, because Dread was announced! I LOVED this game! I am not the best at games, but I have always loved the challenges the Metroid franchise provides. It pushes me to be better. Dread is a hard game, but with practice anyone can figure it out! I love the art design, and the story. The music was good for atmosphere, though forgettable. All in all this is one of my favorite games of all time! Worth the wait, and the price tag!I will see the story is at its best if you have at least played Super Metroid, and Metroid Fusion. Though you can probably just watch a quick story break down online prior. While the story recap at the beginning of the game was informative, it didn't capture the emotion of the story in my opinion.;10/10;14 October 2021;6 out of 6 found this helpful.
166;Nintendo;Metroid Dread;My favorite game of all time.;Dread has most fluid gameplay and fast paced gameplay of every game I've played. Puzzle elements are nice and simple, this game is linear without it being linear. There are no points of the game where I felt extremely lost. If there is one gripe I have with the game is that the E. M. M. I are very good at killing you. The E. M. M. I sections are a bit too frequent but not by much. I would recommend this game to anyone, just make sure that you don't have anxiety or scare easily.;10/10;29 October 2021;6 out of 6 found this helpful.
167;Nintendo;Metroid Dread;My 2021 Game of the Year!;The only adventure I've gone through with Samus was Super Metroid and I greatly enjoyed it. However I was immediately dethroned for me by Metroid Dread. The visuals are positively stunning, the bosses and enemies are a tough challenge, the secrets you can find in every corner are rewarding and give you a sense of accomplishment and power, the music is brilliantly done, the game is (for the average player) around 8-11 hours long which means when you master it you can breeze through it in a few hours. This narrowly claimed my game of the year (with Halo Infinite being nearly, nearly as good of a game) but honestly, it deserves it and I am patiently (not really though) awaiting for Metroid Prime 4... I'll just have to wait about six years, but it'll be fine!;10/10;19 February 2022;4 out of 4 found this helpful.
168;Nintendo;Metroid Dread;A Fantastic Return;After 19 long years, Metroid Dread has finally arrived, and it's everything fans of Samus Aran's 2D adventures could have wanted. Excellent controls, phenomenal visuals, and an interesting story combine to make a challenging, but rewarding package. 19 years was a long time to wait, but this title is good enough that it almost makes up for that.;10/10;13 October 2021;8 out of 10 found this helpful.
169;Nintendo;Metroid Dread;Good action game, okay Metroid game;"Metroid Dread is an extremely fun action adventure game, with fluid combat and snappy movement. Beams are fun to use with the 360-degree aiming. The slide move is a welcome addition that keeps the momentum going. The bosses are challenging but satisfying to beat. They require you to learn the pattern, and master the fight. But it is slightly disappointing as a Metroid game. Notably, the atmosphere is not very prevalent. I wasn't as immersed in the world, and the soundtrack was less memorable (though it did grow on me). Areas were more distinct and interesting looking than Samus Returns, with good variety, but I just wasn't immersed like the other games. The counter indicator and constant (loud) combat with smaller enemies took the focus away from exploring an alien world. I felt that there weren't as many moments with a moody, oppressive atmosphere that I just wanted to soak in. The game is also fairly linear, even though it takes you through many different areas. You go on a relatively straight path, with little option to do another area first (like in Super Metroid). This could've worked if the game had a more intricate story (like in Metroid Fusion), but there isn't much of one to be found. However, the planet is still extremely fun to explore, thanks to items being placed in every nook and cranny. With fun puzzles to solve to get them. The speed booster in particular had lots of satisfying item puzzles, that took advantage of the movement. The power-ups were all useful, and fun to use. It might be a nitpick, but the graphics look sort of plasticy, and the art style is less grimy and detailed than say, the Metroid Prime games (which were also 3D, on notably less powerful hardware). The backgrounds do look phenomenal, and there's plenty to see, but I felt like the character models could've looked a little bit better. I prefer Metroid to have disgusting, scary looking enemies, but I felt like there was a little bit of missed potential for that here (though that's definitely a nitpick). The EMMI sections were satisfying, and intense. The fights with the robots were especially engaging (partially because of the dynamic camera angle). However, they certainly didn't build much dread, and didn't have as oppressive of an atmosphere as I would've liked. They stay the same throughout the whole game, with little variation to keep you on your toes (to be fair, each one uses a different power-up). They always stay within their zone (which all look the same), and they all have pretty much the same design (just with different colors). Compare this to the SA-X in Metroid Fusion, which showed up unexpectedly (on a first playthrough), in various environments, and you didn't know when it would appear next. I felt that there was a missed potential to really play into that ""dread"" the game is named after. What if one of the EMMI broke out of its zone unexpectedly, or were infused with the X and took on a more disturbing design? I just felt that there could've been more surprises with them. Though again, I have to admit they were fun, just not ""dread"" inducing. Bringing up the story again, I felt that it was less impactful then the two previous numbered entries. The cutscenes were very well choreographed, had lots of personality, and we're action packed. But there wasn't much of a narrative, even compared to Super Metroid (which was on the SNES). There were twists to be sure, but nothing was built up. Some new characters were introduced, but they barely interact with Samus, or offer much personality. Even the mandatory sections were Samus must talk to Adam, offer little in the way of character interaction, or expand on the world. The dialogue between Adam and Samus is missing the personality and charm that Fusion had, though to be fair, there is technically a reason for that (if you've beaten the game, you know what I mean). I also think 1-2 text based monologues (like Fusion), would've been decent here, since Samus is seeing the race that raised her, unexpected alive and well. I would've liked to hear a tiny bit of her thoughts. Though definitely not like in Other M. But overall, nitpicks aside, this is still a great game, and I'm glad Metroid is back. It was extremely satisfying to play. I just hope the next entry, will be slightly more atmospheric, than this one.";8/10;5 March 2023;0 out of 0 found this helpful.
170;Blizzard Entertainment;World of Warcraft;Great game if you can keep your cool.;"So, World of Warcraft... is it a great game you can spend days, weeks, months and even years on? The answer lies somewhere in between. I've had some really really great times playing wow and I've had some really really boring moments. The secret to loving WoW is to keep it somewhat at bay, do not let it ruin your life. I admit there were some weeks and even months where I did nothing but play WoW. And because of that I got so sick of it I hated myself when I was playing. WoW is highly addictive and it can consume you. I have friends who have done nothing but play WoW for over a year. 10+ hours of gaming every day of the week. I know for a fact that for lots and lots of people this is what they do. You always want that next thing which is slightly better than the one you've already got. You want to see your character looking all hot and being able to churn out lots of damage or keep the members in your party alive so you can prevail and yell ""Victory!"".I've had many great times and met a lot of great people during my time in Azeroth and Kalimdor. I started out as Horde and it'll always be dear to me to see trolls, taurens, undead and fellow orcs. But this game takes its toll. You have to decide on how much time you want to spend on it. Level 1 to 60 is great for casual gamers who play some hours a day a few days of the week. And then when you hit level 60 you can just chill out and do the 5-10 man instances for the best and nicest blue gear possible from them, and have a hell of a good time doing it with good friends. But after you've done all that you have three choices. Option 1: Continue with that character and get him/her in a raiding guild to do some ZG/MC/BWL/AQ/Naxx and outdoor bosses. But this is not for everyone. Here you have to spend about 5 hours on each raid night and often several days of the week. And few people will not see the valid logical reasons for this. There must be a better way to spend your real life time on. Option 2: You continue playing but on another character. Either you want to try out the opposite faction or just another class so you can experience the game from a different point of view. Downside here is that the game won't feel as fresh as before and leveling can become a bit boring as you've done most of the quest before. Option 3: Simple. You logout and cancel your subscription and you quit playing WoW. Here you say to yourself, it was a great game and fun while it lasted. But it's time to move on.World of Warcraft is a great game if you can manage to control your game time. You meet great people and it's fun to see your character getting stronger and wiser. But after a while (after level 60 sometime) you find yourself at a crossroad. It's up to you which road you want to follow.";9/10;18 August 2006;52 out of 64 found this helpful.
171;Blizzard Entertainment;World of Warcraft;Redefining video game addiction;Blizzard has always delivered a quality, well-thought-out product. World of Warcraft is certainly no exception. When this game was announced, it already had many fans (prospective players): those who played the original Warcraft games (of which there were three).This game now has 50.6% of the entire MMORPG market (according to http://www.mmogchart.com/) at the time of this writing. Blizzard is doing something that most other MMO creators have yet to do consistently: stay on top of the problems. Yes, it has some things that need to be fixed, but far less that any other MMO I've played.The world in which this game is set is absolutely stunning and brilliant in complexity as well as it's immersive nature. Players choose sites between either the Horde or Alliance, then select a race followed by a class (i.e.: a warrior, a mage, etc). The Warcraft series has already developed a full, rich lore on which the World of Warcraft can draw it's own story line.I know that Wikipedia isn't always overly accurate, but I must say, if you're curious about this game, I'd say read the Wikipedia article.;9/10;7 June 2006;20 out of 28 found this helpful.
