EMPRESA;JOGO;TITULO DO COMENTÁRIO;COMENTÁRIO;NOTA;DATA;OPINIÃO DAS PESSOAS SOBRE O COMENTÁRIO
Rockstar Games;L.A. Noire;Very unique and engaging. Really cinematic.;I finished L.A. Noire tonight and I have to say that the game lived up to my enormous expectations for it. It was such a rich and fully realized vision, the tone was perfected and all of the detail added so much depth to everything. It's one of those rare games where the story completely sucked me in and the cut scenes became just as engaging to me as the shootouts and the car chases. I really dug that each desk had it's own tone to it. Homicide was definitely the highlight for me, it had a really dark and gritty Fincher-esque tone to it that I adored. Things got a little repetitive as the game went on, particularly in the form of the interrogations, but for a game that was three discs long they did a surprisingly great job of keeping it fresh and exciting all the way through. I loved how everything came together in the end. It got so exciting seeing all of the pieces with the flashbacks and the newspaper backstory start to fall into place as the story went on.The actors were all great too, probably the best acting I've seen in a game, it helped a lot in making it feel like I was playing through an actual film or television show. My one big complaint was having to play as Jack Kelso in the end. I understood how it worked within the context of the story, but I thought it was pretty ridiculous to have us play 95% of the game as Cole Phelps and then abruptly switch us over to Kelso for that last 5%. For something like this that is so cinematic and realized, I got very attached to Phelps and it drew me out of the experience a lot having to switch to a completely different person for that last stretch. Phelp's final scene was really heartbreaking.;7/10;5 September 2011;4 out of 5 found this helpful.
Rockstar Games;L.A. Noire;Can We Be Honest?;The game looks, sounds, and feels great. But as far as gameplay goes? I mean who wants to repeat an interrogation over and over and over in order to narrow down the perfect line of questioning? I basically memorized all of the cutscenes because you have to retry them so much. AND HALF OF THE TIME YOU CAN ENTER QUESTIONING WITHOUT ANY EVIDENCE AND THE GAME DOESNT TELL YOU. Honestly its great but its not fun, at all, unless you happen to nail your judgement.;5/10;26 September 2021;6 out of 9 found this helpful.
Rockstar Games;L.A. Noire;An Honest Review;OK, yeah, I was expecting GTA in the 40s.... but then again you are a cop and that kind of limits how you can act. It's not really a free for all where you can blow through cars at a red light and drive through foot traffic to get to where you are going faster.Remember, you're a cop, property damage kind of counts against you, but injuring pedestrians certainly does... at least in the story mode. Not so much in Patrol Mode.But then... the soundtrack is amazing, both the dramatic sequences and the era appropriate radio music. The lighting (especially in Black and White mode) is superb and really feels like an old Hard Boiled detective film...... but being a Chinatown fan, I kind of went for color.And it's fun driving around 1940s LA and solving crimes. That is really where the appeal is, but if you saw "Rockstar' and "Open World" I can see there you thought GTA in the 40s.The story slowly unravels as you put crimes together, your actions, the clues you find, and the how you question suspects and witnesses all determine how well you do, and how much you botch the case... which allows you to finish a mission and really screw the pooch, avoid tailing suspects by properly interrogating them, or put more links together and turn a small crime into a big bust.If you're not into the boring detective work and the unraveling mystery, it's going to be slow and tedious for you, but if that's the kind of thing you enjoy, it will prove to be a fun and moody game.;10/10;9 November 2020;8 out of 9 found this helpful.
Rockstar Games;L.A. Noire;Great ode to the noir films;What can I add that others didn't already. L.A Noire is IMO currently the best detective game ever created. This game can make you feel like true investigator, with occasional chase and "shoot rm up" sequences. It pays homage to the film noirs of 40s. Visually stunning, highely detailed and atmospheric in evoking post WWII Los Angeles. Characters expressions and motions are incredibly and voice actors have done their job superbly. Lots of older (exotic) cars contemporary to the time and some of them you'll need to find to unlock. Storyline is intriguing, emotional and well written. Cole Phelps is one of the best characters that exist in a video game. For this genre ans style, what can you ask for more? The only flaw is: it's very repetitive. But again, it doesn't spoil the overall experience.;9/10;31 August 2014;7 out of 8 found this helpful.
Rockstar Games;L.A. Noire;Best game I've played;When I went to read some of peoples comments, I was astonished that many people disliked this game. I thought that this was one of my most favorite/fun game I have played in a long long long time. The acting was great, with over five different actors from Mad Men. The scenery and story was very cool and fun. There were only a couple of parts that were boring, but that was it for me. This game comes with three discs of the same game. I have enjoyed every second of it. I finished the game in six days five months ago, and now I have decided to replay the game. If you miss a clue or screw up an instigation, your result could be different each time. This game takes place during the 40s, post world war II. We follow Cole Phelps, a world war II vet who is now a cop and is moving from rank to rank on the police force.SOme of the murders are harrowing, with naked women and some peoples faces are torn apart. But, you can have a selection to skip this if needed. This game might need some getting used to, but when you do, you just can not stop. I love it.;10/10;8 February 2012;13 out of 17 found this helpful.
Rockstar Games;L.A. Noire;A masterpiece, but not without its flaws. GTA for adults.;Excellent cinematic atmosphere, story, soundtrack, and great characters. The interrogation gameplay was interesting, but sometimes also frustrating. At times the correct choices seemed a bit far-fetched or inconsistent, even if you were very careful. Maybe the developer pushed this gameplay mechanic a bit too hard in an attempt to keep the difficulty high enough. This prevented me from enjoying an excellent game as much as I should have. The combat also feels out of place (when gunning down hordes of nameless bad guys like in GTA) in a mature game. Flaws aside, this is still a milestone and an example of video games slowly growing up. The open world city is also amazingly authentic, arguably better (and certainly larger) than Liberty City in GTA 4. Porting from consoles was done acceptably well - you get HD textures and enough options, but there is a console checkpoint save system, 30-fps lock and a little mouse lag. Sadly Rockstar Social Club is mandatory.;8/10;16 September 2015;4 out of 4 found this helpful.
Rockstar Games;L.A. Noire;Loved it: :);Graphics and acting were awesome :) your playing as a cop not a gangster or thief so if your expecting to shoot citizens you cannot as cops in real life cannot shoot at innocent citizens. i think rockstar wanted to create a realistic theme in a sense that way. i love the fact that you can free roam it tells you on the top left screen when you start the homicide case after you finish you click on streets of la so you can do the free roam look around and if your into trophies and getting everything you can do it here street crimes etc... so you can focus your main attention at your cases. I would play it again! In fact I am currently playing it for the 2nd time. I cant seem 2 get enough. I hope they come out with another one like this one. I'm hoping for one in Chicago that would b fun to see:) rockstar has another hit :)Facial scanning awesome need to do that 2 all the games :);10/10;30 May 2011;7 out of 9 found this helpful.
Rockstar Games;L.A. Noire;Would love a new installment.;Just finished the game for the 6th time and thought... rockstar should work on la noir 2 after gta 6 is finished. It's a slower more interactive and investigatory game but still fun and expertly made. I love the references to noir movies lol.;10/10;15 December 2021;3 out of 3 found this helpful.
Rockstar Games;L.A. Noire;Excellent addition and homage to film noir;I got 100% and all achievements in the remastered version of LA Noire. It took me nearly 50 hours.Likes: Crazy level of detail. The map is basically the entirety of LA in 1940, which is nuts, but my favorite part is the cases. Nearly every case is based on either a real-life crime case or the plot of an old noir film. The dialogue is really interesting. The voice acting, facial expressions, and mannerisms during interrogations are done really well. You feel like you're actually solving the crimes with the detective. The script was 2,200 pages, and it shows in the fantastic execution.Dislikes: In true noir fashion, nearly every character (including the main character) is unlikable overall.Dislikes that only achievement hunters would care about: You need 5 stars on every level, which means you either need to follow a guide (which feels lame and less immersive) or you need to play through once and then replay the whole game while following a guide. The collectibles are obnoxious in such a massive map, and impossible to complete without a guide.;7/10;29 August 2023;1 out of 1 found this helpful.
Rockstar Games;L.A. Noire;Do not buy this game;Soooooooo Disappointed!! Lamest excuse for a interesting, compelling, distraction I have ever seen. Wasted 40 bucks on the damned thing. It looks kinda cool but the actual game play blows!! its boring, redundant, slow, lame ass characters, and stupid dialog. I am a big fan of James Ellroy and L.A. Confindential. That was a great story and the film adaptation was very good. This does Not work here. You don't get to be Bud White doling out justice on those that deserve it. I saw the commercial and it looked great. And that really Is it. Don't be suckered! I wasted 5 hours of my life playing this lame ass BS waiting for it to get better but it just remained a very bland, mind numbing, tedious, chore!!;2/10;25 January 2012;8 out of 27 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Unplayable on PC + Overpriced;This is the original game with some ai upscaled textures and *slightly* enhanced gameplay. They are all half-done buggy messes. When I say on unplayable on PC, you literally cannot play it on pc due to R* accidently releasing files and them frantically removing them and blaming it on "scheduled maintenance);3/10;13 November 2021;19 out of 22 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;The Mobile Version was Better;Just played a few hours of the Trilogy Definitive Edition on the Nintendo Switch and there were weird glitches, bad controls, and the rain graphics was terrible. I hate to say it, but even the app version is better, it may not have updated graphics like this version but it played much more smoother. This game is overpriced in my opinion.;3/10;18 November 2021;9 out of 11 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;My disappointment is immeasurable and my excitement was ruined;When I heard remaster was coming, I was quite surprised. When I saw trailer, I didn't really care about models because I just wanted more improved visuals and textures.When I saw the gameplay, bugs and new weird models and that first person camera on vehicles when you look backwards, I was disappointed.I didn't buy it, but I knew it sucked.Even if it's an actual remaster compared to PS3 and X360 ports which were just ports of mobile port (despite using something from mobile port), it still makes those ports look less buggy.Even $60 gave me sum shush concerrns before the release.I recommend you to pirate original games if your laptop doesn't have disk drive because old games have been removed from Steam and Rockstar Games launcher doesn't like mods.This game should have been released on January like upcoming mobile ports.;3/10;21 November 2021;7 out of 9 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Rockstar, f you;If you bought one of the original games on Steam or Rockstar, you can't play it anymore and have to rebuy the trilogy for 60 euros if you want to play it legally.It looks worst than hd mods that have existed for the last ten years, it's just bullcrap.;1/10;14 November 2021;17 out of 19 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Who asked for this?;I don't know why this was made and I don't know who asked for this, maybe this is a bit harsh to say but I think at this point in time, Rockstar needs an intervention.I think Rockstar are kinda clout chasing with this project which is very weird because I don't think they have to do that. This title was pretty much based on clout rather than talent and they're just trying to get hype built around it, I don't think it was successful and honestly it was slightly embarrassing to see them sign on to this kind of project that just flopped so hard. It's super shocking to see this coming from a company that has always been deeply passionate and committed to their work, to become utterly careless and messy.;1/10;13 November 2021;31 out of 39 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Bad;The old game look Better, this game is overpriced and full of bugs, gameplay is The same of ps2, moderrs can make work very better than this and for free.;1/10;13 November 2021;19 out of 24 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Mods looked way better than this.;This game is sold on saying that has better graphics and gameplay. But seriously NO. Mods on the previous games looked way better than this edition. I dont know why Rockstar had to do this. Instead hire the modders instead of sueing them.Thanks.;1/10;20 November 2021;10 out of 12 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;I completely do not understand negative evaluations.;I completely do not understand negative evaluations. I am playing GTA San Andreas for the first time in my life and it is from this trilogy and I am very happy and having fun. I don't know, maybe I'm an undemanding player, but I've heard only good things about S. A. and nothing can spoil my opinion of her. I compared the graphics to the original and I still like it. But that's my opinion, it doesn't have to suit anyone.;10/10;23 April 2022;5 out of 7 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Stay with the originals and forget this crap;A remaster done masterfully wrong. An insult to the games and the impact of the originals. Badly done in graphics and depth. Epic fail, keep playing with the original and forget this.;1/10;19 November 2021;14 out of 18 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;GTA The Definitive Edition;These games have been cleaned up and as far as I see, as they should be. I know the games had a bad start that everyone will remember, and they screwed over most of the modding community for this which also aggravated a vast majority of their players. But Rockstar have now worked hard in repairing the Trilogy and I've forever loved these three fantastic games. Would now definitely would recommend.;9/10;25 December 2021;7 out of 12 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;what a...;It looks like a joke. Especially GTA III, they killed its atmosphere. They also removed the original games from the stores. Not to mention the fact that they've been at war with the modders, who actually make up the core of fans of the series, for several years. And now we got it. Yes, it was worth it, definitely!!!;2/10;14 November 2021;13 out of 17 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Unplayable rubbish;I'm a huge fan of all the GTA games and was super excited about this package. I read the bad initial reviews so waited until there was big fixes and the price to go down. How wrong was I to think this would improve the games?? A complete waste of money. I'm on GTA 3 which I loved and couldn't wait to play this definitive version. Alas, it's unplayable. It lacks any and all atmosphere, charm and even the graphics don't look as good as the original on my ps2. The controls and movement of the character and vehicles seem like a child has made it. Which would be applaudable but this isn't a game a kid made, this is the masterpieces that are gta games. Rockstar, what on earth are you thinking? Really it should be taken off the shelves. Mines going straight on eBay but really it deserves to go straight in the bin.;1/10;2 August 2022;4 out of 4 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Just tired of bad game and remaster;Im very dispo pointed of Rockstar, they was like one of the good game studio, but since rdr 2 they make bad decision and the trilogy is one of them, is very buggy even on Xbox I have a lot of freeze glitch bug and all, pc version don't work for some, I think and hope Rockstar use this mistake for next game bc I don't want have a old game, worst that the original...;1/10;15 November 2021;8 out of 11 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;A disrespect to the original titles.;It is obvious that the intent of this release was just to get a quick cash grab from the fans and not actually improve the games. This is the reason there was no footage of gameplay available before the release of the game, they knew what they were releasing and wanted as many people to buy it before the knew how poor of a release this was. It is revolting they removed original titles from other platforms like Steam and consoles, and only allow you to get the through their poor Rockstar games launcher.I know many characters look horrible, but this is not the main issue for me. What I find bad is the gameplay issues, like constant crashes, problems with FPS, horrible controls for planes, saves getting corrupted. Even with all patches, these problems are still there. I would be willing to pay the expensive price they are charging if all these problems were solved.;1/10;2 February 2022;4 out of 5 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Bad for a big memory;Most of us know GTA San Andreas as a masterpiece A masterpiece that deserves a remake But Rockstar surprised us with a remaster trilogy, but not a good surprise, an awful surprise.This bug game reminded us of cyberpunk I hope this game will be remembered as a good game in the future after its big updates Sorry for a big company like Rockstar for this scandal.;3/10;17 December 2021;2 out of 2 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;A half made and unfinished mess.;It needs a lot of improvement. The game has bugs, glitches, and the character/NPC models need fixing. For GTA San Andreas, the Draw distance/fog needs to be lowered/added so that the locations and cities look farther away from each other and the map looks much bigger. For all of the games, the old songs should be re-added into the game as well, new songs should be put in there too. They need to add much more detail to the games. By the way, Take Two shouldn't be taking down mods, that just sounds greedy. They should also add the OG games. They should make the newer versions look like the OG games. They should give each location its own weather and environment.;3/10;18 November 2021;4 out of 6 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Well I like it anyway...;I think people are too picky. It's a remastered game from years ago while still keeping that nostalgic feeling of the originals. Can't complain, I'm happy. Get a grip people.;8/10;16 November 2021;10 out of 22 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Respect for Classic GTA Titles, Disappointment in Remake;The excitement was palpable when news of a remake surfaced. Hopes were high that the essence of the original would be preserved, allowing us to relive the joy that the classic GTA titles brought us. Alas, what we received was a disappointment beyond measure.It's not merely about clinging to the past. it's about honoring the craftsmanship and innovation that made those games monumental. The classic GTA titles were a testament to the dedication of Rockstar North, a studio that understood the intricate balance between storytelling, gameplay mechanics, and immersive world-building.As dedicated fans, we yearn to see our beloved memories treated with the respect they deserve. We acknowledge the effort that goes into every creative endeavor, but it's disheartening to witness a lack of understanding regarding what made the originals iconic.We extend this plea not as a demand, but as a sincere request to consider the profound impact these games have had on our lives. They were more than just games. they were windows into captivating worlds, narratives that sparked our imaginations, and experiences that forged lasting connections.We hold onto the hope that developers will recognize the importance of capturing the essence that endeared the classics to us. The disappointment we feel stems from a place of love and passion, a desire to see our treasured memories treated with the care they warrant.In conclusion, we stand as a collective voice of concern, but also of unwavering appreciation for the classic GTA titles. The legacy they've left is an integral part of gaming history, and we hope that future endeavors will honor and build upon that legacy.So, as we express our disappointment in the subpar remake, we also express our hope for a future where the spirit of innovation aligns harmoniously with the respect for what has come before. Let the classics inspire, and let the mistakes be lessons in preserving the magic that defines them.;1/10;11 August 2023;1 out of 1 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Apparently I Stand Alone;Currently this game is being review bombed on several major websites, and the main reason is... some of the characters look a bit goofy..... that's it. I am aware that the PC version is somewhat broken but there is absolutely no excuse to give this game a 1 star rating on Xbox and PlayStation when the gameplay of all three classic games is the best it's ever been. The graphics as a whole are the best they've ever been. The controls are modernised and feel much better to use than the originals and the lighting is superb. It's the complete package.I believe Im one of the few who thinks this is the case and many people are furious at the games they received. I think alot of this bitterness towards the game stems from people who haven't ever played the original games or weren't even born when they came out. Many people heard "modernised controls" and instantly thought it would play exactly like GTA 5, including a cover system. In short people need to pay closer attention to what was said in the lead up to this game. Modernised controls means they changed the buttons, not make the game GTA 5, which I'm so glad because that would have ruined all of these truly excellent games.One of the things that still amazes me is that people who call themselves gamers or people who have covered the gaming industry for years or even decades still don't understand the difference between remaster and remake. Simply put, this game is a Remaster which means it's got improved graphics, lighting and some minor gameplay changes, it's not a remake which is built from the ground up with all new systems put in place, new gameplay mechanics, new additions such as missions, modes etc. This difference is key to understand and learn for future reference.Gameplay wise these games play mostly like the originals but with slightly improved aiming and much better movement, no longer do you feel like you're on ice skates when you move. This is especially good in Vice city which originally had some of the worst movement of any GTA game. One of the biggest flaws of these classic games has now been fixed and I'm really happy about it.Graphics wise as previously mentioned the lighting is superb, though I do advise before even starting a new game you go into options and set the brightness slider to max and the contrast to minimum. This makes the colors really pop and the brightness shine through where as the default settings means it's quite dark. The reflections are tremendous especially on the cars and windows of buildings and the increased level of detail on materials is outstanding. The draw distance is massively increased and this means you can see almost the entire map from certain points.The downsides: As previously mentioned certain characters don't look great, this is usually side characters for the most part but Tommy Vercetti in Vice city does look a bit odd at certain times. While I'm not a fan of the cartoonish look 'Grove street games' seems to have gone with, it does help in a game like GTA 3 where the overall look is far superior than the original, with San Andreas that becomes less prevalent in the characters and they don't look the best they probably could have, had more time and care been spent on them. I completely agree that this is something that needs to be addressed and hopefully a quick update or two can fix certain characters. Other than that there isn't anything else that springs to mind and having played all 3 games on both the Xbox Series X and PS5, they all played flawlessly without encountering any glitches in 30+ hours of gameplay. The game runs at 30 or 60FPS on next gen consoles and I've heard people complain that when in 60fps mode that the frame rate 'dips' at certain points. I haven't seen this, at least not with my eyes and would need testing equipment to see any actual drops. For me, if I can't actually see a drop in frame rate then it doesn't impact my game.There is some music missing from the originals, most notably 2 Michael Jackson songs and NWA's express yourself. While I'm not too bothered about Michael Jackson's songs I was quite disappointed that Express yourself wasn't included as this was one of the best songs from San Andreas. It's important to not get too privileged though and understand that the fees to renew these songs would have been incredible and simply more than Rockstar was willing to pay which in my opinion is understandable. Other than that all of the great songs are here and especially vice city is just a joy to listen to, it's one of the best soundtracks of any game if you ask me.Overall I think if you have actually played the original games and want that truly nostalgic feeling, all while playing the absolute best version of the games then this is the one for you. If you haven't played the originals then you're setting yourself up for failure because these games come from a generation that most who play modern games won't enjoy or even understand, some people are better sticking to GTA 5 but for me personally, I'll be playing these games for hundreds of hours to come, 9/10.;8/10;13 November 2021;22 out of 59 found this helpful.
Rockstar Games;Grand Theft Auto: The Trilogy – The Definitive Edition;Didn't age well;Besides the nonsense with the early bugs that will be addressed, this game is simply 17 years old. It was an absolute classic at the time but as I realized how small and simple it was, it just cannot compete with what there is to offer in 2021. You have to be a diehard GTA fan to really play this , I am watching Trevor Martin for free on YouTube, better than I could play it, and I am content.;5/10;17 November 2021;4 out of 10 found this helpful.
Rockstar Games;Red Dead Online;So much potential, just to be wasted!;Red dead online had so much potential from release with it having its own story missions you could play through with others, multiple different and unique types of guns and a massive open world you could spend years exploring. All of this put to waste by rock star as they continue to feed off of their golden child (GTA V/Online) and the shark cards they force players to buy. For maybe a few days or weeks you could play red dead online before the game play becomes boring quickly. Red dead online was unlike anything anyone had seen before and by all mean it is still fun but rockstar have ruined something that could of had a ton of potential by instead opting to nerf the amount of gold a person gets so it takes longer to get a role (if you dont want to waste your time you can just pay (classic rockstar)) aswell as insanely marking up the prices of guns. My recommendation is to play the online with friends and experience a story together .;6/10;14 June 2023;1 out of 1 found this helpful.
Rockstar Games;Red Dead Online;The online is empty;You can't do nothing the jobs are limited and u can't do much and i don't think it's worth playing if rockstar pay attention to rdro it will be better than gta online.;1/10;18 February 2022;3 out of 5 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;CD Project Red, Y'all Done It Again.;This DLC is honestly better than 99% of the entire video-game industry, and that's on period.Like, damn.;10/10;7 August 2019;77 out of 78 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;The best Witcher experience, ever.;I had last year a Witcher marathon, playing everything from the first game to Blood & Wine. Every Witcher game is enjoyable and a real gem to its kind, while being extraordinary and quite different from the others.Witcher 1 had a unique story, Witcher 2 had the best war story, Witcher 3 had a more sentimental main story and Blood & Wine is slow-paced but rewarding. Hearts Of Stones is...well...AN INSANE EXPERIENCE INSPIRED BY FAIRYTALES AND NOT ONLY! It has the best pacing of every Witcher game, some of the most interesting characters and INSANE BOSS FIGHTS!In a nutshell, if you did not like the main campaign, get on both magnificent dlc's that are by far superior to the main story.;10/10;9 January 2018;37 out of 37 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;Magnificent: One of the best games I have ever played;Wow. This game is truly astounding. I went into playing this game not really knowing what to expect, although I had heard good things about it. I have never played any of the first two Witcher games either. I have to admit, it was a weird transition from Bloodborne to the Witcher 3 because of the significant difference in pacing. However, they're two completely different games and the Witcher certainly proved itself to me. From the amazing sceneries to the engaging story, this game is definitely praiseworthy. However, the most compelling part of the story for me was definitely the characters. The character development in this game is amazing, and I truly began to feel a sense of comfort and love for nearly all of the characters. I loved the characters and lore of this game so much, in fact, that I actually played through the game multiple times, covering the main story and various side quests. It is very easy to put in over 150 hours into this game, as I have put in at least 500. Furthermore, I bought all of the books that the game series was based on and I am currently reading them with delight. If buying the entire book series simply because the game was incredible doesn't convince you that this is definitely a worthy buy, then I don't know what will. This game does not fail to impress and I can't wait for the upcoming DLCs. Hopefully you give it a shot, because it is definitely worth your time and money. Congrats to CD Projekt Red for creating such a magnificent experience with the Witcher 3.;10/10;21 October 2015;120 out of 129 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;Greatest DLC ever;Pros: Great story & charactersPretty much a complete game of itselfWorld is more colourful and livelyGreat additions to gameplaySatisfying conclusion to Geralt's StorySome new enemiesCons: NoneVerdict: Fantastic value for DLC and differentiation to original WItcher 3 game. Must buy if you already own the game, won't regret it.10/10;Not Informed;25 October 2019;56 out of 57 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;Exemplary DLC.;Very well written characters, fun quests, engaging story.Why can't EA and Ubisoft make stuff like this? I don't get it.;10/10;7 August 2019;25 out of 26 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;The greatest gaming experience of my life;When I finish a game, I never start it again straight away, typically leaving at least a few weeks between playthroughs. Often I never even return to it. 'The Witcher 3' was the exception. As soon as I completed it, I launched it again on Death March (i.e. very hard) difficulty, and began my journey once again. Why did I break my habit of shelving a completed game? The answer: 'The Witcher 3' has *everything*.In Geralt's third and probably final appearance as a game protagonist, we're taken on an unforgettable adventure. The basic premise of this game is actually very simple: find Ciri. Ciri is a friend of Geralt and the Kaer Morhen Witchers, and she is in grave danger when all the signs indicate that the Wild Hunt are attacking. Supporting this story, as you may expect in a fantasy RPG, is a huge number of side quests. What you may not expect, though, is just how good these can be!Whilst the Wild Hunt and the myriad other antagonists certainly contribute to 'The Witcher 3' in a brilliant way, I believe that it's the people we get to know (and reunite with, in some cases) who really bring this fantasy to life. Several supporting characters, who would almost certainly receive rather superficial and unsympathetic treatment in a lesser RPG, are written and performed incredibly vividly and imaginatively. One such character is a man you'll meet relatively early in the game - the Bloody Baron.This couldn't be done, of course, without strong writing. I'd also say, though, that Doug Cockle and the rest of the cast give some outstanding performances - arguably the best I've ever seen in a game. I admit to having never really cared much about the quality of voice acting in a video-game, but 'The Witcher 3' has raised the bar substantially.You'll connect with 'The Witcher 3', its plot and its many characters, but that isn't all this game offers. The exploration is truly great, too. From the hectic and troubled town of Novigrad, to the brutal mountains and desperate settlements of the Skellige Islands, no two places in this game are alike, and everywhere you go you'll find a story worth hearing.The game mechanics are very smooth (which is important in some boss fights!), and the interface is accessible for people who don't really care to learn the intricacies of potions, crafting, augmentation and the like.Overall, this game has provided the most incredible gaming experience I've ever participated in, and I recommend this to... just about everyone!;10/10;21 February 2017;65 out of 73 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;My favorite game of this generation;It's such an amazing experience with tons of quests and stuff to do in it's world, you literally live in it for a good 150 hours (with the expansion packs) yet still it's possible to miss out on some things and you will be quite sad when it's all over.it has one of the best soundtracks i've ever heard in any video game, from sad and beautiful to epic and bone chilling and the background music not only makes it more immersive but feels like you are right at home.the characters feel alive and realistic and what you choose to say to them will actually effect the outcome of the game eventually, side quests in this game have character and story arc's better than most games out there, the mini game (gwent) is so good an easy to learn you will spend hours on it alone and so on...the only problem in this game are the bugs but if you get the goty or complete edition you'll be good to go because it's the definitive versions of the game and it has little to no bugs plus all the must have dlc's of the game. 10/10 one of the greatest experiences you can ever have with a videogame.;10/10;25 February 2019;36 out of 39 found this helpful.
CD Projekt Red;The Witcher 3: Wild Hunt;Masterpiece;Greetings from Lithuania.Oh, my, God. What a game, What an adventure. "The Witcher III" is easily the best game not only in 2015, it is one of the few very best games i have ever played. To write about all ~100 hours + that i have played through till finishing the story would need more then 1 page, so i try to be short as possible.Probably never before i was captivated by open world then in this game. It is huge. And i mean HUGE! There a tons of activities, and every one of them is interesting, it keeps you going further, explore and etc. Gameplay is outstanding. Fights are incredibly done, they are brutal, so as this world. Graphics are amazing. Music! What a score and especially during battles - great stuff. Voice acting was superb by all involved. Just to thing how much effort was put into creating every single thing and detail in this game is mind blowing. To be honest i wasn't a fan of "Witcher II", haven't even played the first one. But after finishing "Wild Hunt" i can safely say - count me in for (hopefuly) next installments. This is simply one of the very best games ever created.Overall, "The Witcher III: Wild Hunt" is a masterpiece. I do not use this word usually, but in this case it is the one that perfectly summarize this experience. Own this game no matter what genres do you prefer - this is a perfect game for everyone. Masterpiece.;10/10;16 February 2016;86 out of 99 found this helpful.
